fecha,departamento,iso,admlcd,poblacion,p7,p7_cada100k
31/05/2021,Soriano,UY-SO,URUUYSO,89930,76,84.51
31/05/2021,Tacuarembó,UY-TA,URUUYTA,92993,120.29,129.35
31/05/2021,Treinta y Tres,UY-TT,URUUYTT,50504,23,45.54
01/06/2021,Artigas,UY-AR,URUUYAR,74570,74.43,99.81
01/06/2021,Canelones,UY-CA,URUUYCA,588959,480.71,81.62
01/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,55.71,62.19
01/06/2021,Colonia,UY-CO,URUUYCO,130444,108,82.79
01/06/2021,Durazno,UY-DU,URUUYDU,58990,28.14,47.71
01/06/2021,Flores,UY-FS,URUUYFS,26500,22.57,85.18
01/06/2021,Florida,UY-FD,URUUYFD,69318,52.29,75.43
01/06/2021,Lavalleja,UY-LA,URUUYLA,59002,39.14,66.34
01/06/2021,Maldonado,UY-MA,URUUYMA,190078,180.57,95
01/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1536.71,111.2
01/06/2021,Paysandú,UY-PA,URUUYPA,119373,170.14,142.53
01/06/2021,Río Negro,UY-RN,URUUYRN,57874,43.29,74.79
01/06/2021,Rivera,UY-RV,URUUYRV,108569,34.57,31.84
01/06/2021,Rocha,UY-RO,URUUYRO,74079,39.86,53.8
01/06/2021,Salto,UY-SA,URUUYSA,132788,208.14,156.75
01/06/2021,San José,UY-SJ,URUUYSJ,116479,112.29,96.4
01/06/2021,Soriano,UY-SO,URUUYSO,89930,79.14,88
01/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,122.57,131.81
01/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,20.14,39.88
02/06/2021,Artigas,UY-AR,URUUYAR,74570,70,93.87
02/06/2021,Canelones,UY-CA,URUUYCA,588959,446.43,75.8
02/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,52.14,58.2
02/06/2021,Colonia,UY-CO,URUUYCO,130444,109.14,83.67
02/06/2021,Durazno,UY-DU,URUUYDU,58990,28.29,47.95
02/06/2021,Flores,UY-FS,URUUYFS,26500,25.71,97.04
02/06/2021,Florida,UY-FD,URUUYFD,69318,46.43,66.98
02/06/2021,Lavalleja,UY-LA,URUUYLA,59002,37.57,63.68
02/06/2021,Maldonado,UY-MA,URUUYMA,190078,167.14,87.93
02/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1474,106.66
02/06/2021,Paysandú,UY-PA,URUUYPA,119373,170.86,143.13
02/06/2021,Río Negro,UY-RN,URUUYRN,57874,44.71,77.26
02/06/2021,Rivera,UY-RV,URUUYRV,108569,34.71,31.97
02/06/2021,Rocha,UY-RO,URUUYRO,74079,41,55.35
02/06/2021,Salto,UY-SA,URUUYSA,132788,189.57,142.76
02/06/2021,San José,UY-SJ,URUUYSJ,116479,110,94.44
02/06/2021,Soriano,UY-SO,URUUYSO,89930,79.14,88
02/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,108.57,116.75
02/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,22.71,44.98
03/06/2021,Artigas,UY-AR,URUUYAR,74570,61.29,82.19
03/06/2021,Canelones,UY-CA,URUUYCA,588959,440.43,74.78
03/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,49.14,54.85
03/06/2021,Colonia,UY-CO,URUUYCO,130444,97.29,74.58
03/06/2021,Durazno,UY-DU,URUUYDU,58990,27.57,46.74
03/06/2021,Flores,UY-FS,URUUYFS,26500,25,94.34
03/06/2021,Florida,UY-FD,URUUYFD,69318,41.57,59.97
03/06/2021,Lavalleja,UY-LA,URUUYLA,59002,37.43,63.44
03/06/2021,Maldonado,UY-MA,URUUYMA,190078,160.71,84.55
03/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1437.86,104.05
03/06/2021,Paysandú,UY-PA,URUUYPA,119373,156.57,131.16
03/06/2021,Río Negro,UY-RN,URUUYRN,57874,40.14,69.36
03/06/2021,Rivera,UY-RV,URUUYRV,108569,32.71,30.13
03/06/2021,Rocha,UY-RO,URUUYRO,74079,37.29,50.33
03/06/2021,Salto,UY-SA,URUUYSA,132788,168.14,126.63
03/06/2021,San José,UY-SJ,URUUYSJ,116479,106.71,91.62
03/06/2021,Soriano,UY-SO,URUUYSO,89930,73.71,81.97
03/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,92.43,99.39
03/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,24.43,48.37
04/06/2021,Artigas,UY-AR,URUUYAR,74570,70.14,94.06
04/06/2021,Canelones,UY-CA,URUUYCA,588959,507.29,86.13
04/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,52.57,58.68
04/06/2021,Colonia,UY-CO,URUUYCO,130444,114,87.39
04/06/2021,Durazno,UY-DU,URUUYDU,58990,33.86,57.39
04/06/2021,Flores,UY-FS,URUUYFS,26500,25.57,96.5
04/06/2021,Florida,UY-FD,URUUYFD,69318,49.71,71.72
04/06/2021,Lavalleja,UY-LA,URUUYLA,59002,37.14,62.95
04/06/2021,Maldonado,UY-MA,URUUYMA,190078,179.86,94.62
04/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1554.71,112.5
04/06/2021,Paysandú,UY-PA,URUUYPA,119373,180.14,150.91
04/06/2021,Río Negro,UY-RN,URUUYRN,57874,39,67.39
04/06/2021,Rivera,UY-RV,URUUYRV,108569,33.71,31.05
04/06/2021,Rocha,UY-RO,URUUYRO,74079,42.43,57.27
04/06/2021,Salto,UY-SA,URUUYSA,132788,194,146.1
04/06/2021,San José,UY-SJ,URUUYSJ,116479,113.71,97.63
04/06/2021,Soriano,UY-SO,URUUYSO,89930,81.29,90.39
04/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,97.14,104.46
04/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,24.86,49.22
05/06/2021,Artigas,UY-AR,URUUYAR,74570,82.14,110.16
05/06/2021,Canelones,UY-CA,URUUYCA,588959,504,85.57
05/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,51.86,57.88
05/06/2021,Colonia,UY-CO,URUUYCO,130444,116.71,89.47
05/06/2021,Durazno,UY-DU,URUUYDU,58990,34.57,58.61
05/06/2021,Flores,UY-FS,URUUYFS,26500,26.43,99.73
05/06/2021,Florida,UY-FD,URUUYFD,69318,49.71,71.72
05/06/2021,Lavalleja,UY-LA,URUUYLA,59002,37.43,63.44
05/06/2021,Maldonado,UY-MA,URUUYMA,190078,180.29,94.85
05/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1602.71,115.98
05/06/2021,Paysandú,UY-PA,URUUYPA,119373,193,161.68
05/06/2021,Río Negro,UY-RN,URUUYRN,57874,42.71,73.81
05/06/2021,Rivera,UY-RV,URUUYRV,108569,33.14,30.53
05/06/2021,Rocha,UY-RO,URUUYRO,74079,47,63.45
05/06/2021,Salto,UY-SA,URUUYSA,132788,191.29,144.05
05/06/2021,San José,UY-SJ,URUUYSJ,116479,115.86,99.47
05/06/2021,Soriano,UY-SO,URUUYSO,89930,83,92.29
05/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,104.57,112.45
05/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,25.29,50.07
06/06/2021,Artigas,UY-AR,URUUYAR,74570,91.29,122.42
06/06/2021,Canelones,UY-CA,URUUYCA,588959,508,86.25
06/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,53.57,59.8
06/06/2021,Colonia,UY-CO,URUUYCO,130444,115.14,88.27
06/06/2021,Durazno,UY-DU,URUUYDU,58990,35.71,60.54
06/06/2021,Flores,UY-FS,URUUYFS,26500,23.43,88.41
06/06/2021,Florida,UY-FD,URUUYFD,69318,45.14,65.12
06/06/2021,Lavalleja,UY-LA,URUUYLA,59002,35.29,59.8
06/06/2021,Maldonado,UY-MA,URUUYMA,190078,197.29,103.79
06/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1627.86,117.79
06/06/2021,Paysandú,UY-PA,URUUYPA,119373,202.43,169.58
06/06/2021,Río Negro,UY-RN,URUUYRN,57874,40.43,69.86
06/06/2021,Rivera,UY-RV,URUUYRV,108569,28.43,26.18
06/06/2021,Rocha,UY-RO,URUUYRO,74079,50.14,67.69
06/06/2021,Salto,UY-SA,URUUYSA,132788,197.29,148.57
06/06/2021,San José,UY-SJ,URUUYSJ,116479,121.14,104
06/06/2021,Soriano,UY-SO,URUUYSO,89930,87.86,97.7
06/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,106.71,114.76
06/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,27.71,54.88
07/06/2021,Artigas,UY-AR,URUUYAR,74570,86,115.33
07/06/2021,Canelones,UY-CA,URUUYCA,588959,498.57,84.65
07/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,48.43,54.06
07/06/2021,Colonia,UY-CO,URUUYCO,130444,109.29,83.78
07/06/2021,Durazno,UY-DU,URUUYDU,58990,35.86,60.79
07/06/2021,Flores,UY-FS,URUUYFS,26500,22.57,85.18
07/06/2021,Florida,UY-FD,URUUYFD,69318,48.43,69.86
07/06/2021,Lavalleja,UY-LA,URUUYLA,59002,36.57,61.98
07/06/2021,Maldonado,UY-MA,URUUYMA,190078,189,99.43
07/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1568.86,113.53
07/06/2021,Paysandú,UY-PA,URUUYPA,119373,204.14,171.01
07/06/2021,Río Negro,UY-RN,URUUYRN,57874,39.86,68.87
07/06/2021,Rivera,UY-RV,URUUYRV,108569,27.29,25.13
07/06/2021,Rocha,UY-RO,URUUYRO,74079,48.57,65.57
07/06/2021,Salto,UY-SA,URUUYSA,132788,184.57,139
07/06/2021,San José,UY-SJ,URUUYSJ,116479,114.71,98.48
07/06/2021,Soriano,UY-SO,URUUYSO,89930,82.43,91.66
07/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,109.57,117.83
07/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,29.14,57.7
08/06/2021,Artigas,UY-AR,URUUYAR,74570,96.14,128.93
08/06/2021,Canelones,UY-CA,URUUYCA,588959,516.43,87.68
08/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,49.57,55.33
08/06/2021,Colonia,UY-CO,URUUYCO,130444,114.86,88.05
08/06/2021,Durazno,UY-DU,URUUYDU,58990,39,66.11
08/06/2021,Flores,UY-FS,URUUYFS,26500,26,98.11
08/06/2021,Florida,UY-FD,URUUYFD,69318,55.43,79.96
08/06/2021,Lavalleja,UY-LA,URUUYLA,59002,36,61.01
08/06/2021,Maldonado,UY-MA,URUUYMA,190078,196.14,103.19
08/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1604.43,116.1
08/06/2021,Paysandú,UY-PA,URUUYPA,119373,201.71,168.98
08/06/2021,Río Negro,UY-RN,URUUYRN,57874,37.29,64.43
08/06/2021,Rivera,UY-RV,URUUYRV,108569,28.86,26.58
08/06/2021,Rocha,UY-RO,URUUYRO,74079,53.14,71.74
08/06/2021,Salto,UY-SA,URUUYSA,132788,191.29,144.05
08/06/2021,San José,UY-SJ,URUUYSJ,116479,118,101.31
08/06/2021,Soriano,UY-SO,URUUYSO,89930,81.57,90.71
08/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,105.43,113.37
08/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,31.57,62.51
09/06/2021,Artigas,UY-AR,URUUYAR,74570,99.71,133.72
09/06/2021,Canelones,UY-CA,URUUYCA,588959,519.29,88.17
09/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,49.86,55.65
09/06/2021,Colonia,UY-CO,URUUYCO,130444,113.57,87.07
09/06/2021,Durazno,UY-DU,URUUYDU,58990,38.71,65.63
09/06/2021,Flores,UY-FS,URUUYFS,26500,24.57,92.72
09/06/2021,Florida,UY-FD,URUUYFD,69318,62.71,90.47
09/06/2021,Lavalleja,UY-LA,URUUYLA,59002,36.57,61.98
09/06/2021,Maldonado,UY-MA,URUUYMA,190078,211.86,111.46
09/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1573.86,113.89
09/06/2021,Paysandú,UY-PA,URUUYPA,119373,202.29,169.46
09/06/2021,Río Negro,UY-RN,URUUYRN,57874,38,65.66
09/06/2021,Rivera,UY-RV,URUUYRV,108569,29.29,26.97
09/06/2021,Rocha,UY-RO,URUUYRO,74079,53.57,72.32
09/06/2021,Salto,UY-SA,URUUYSA,132788,199.57,150.29
09/06/2021,San José,UY-SJ,URUUYSJ,116479,110.29,94.68
09/06/2021,Soriano,UY-SO,URUUYSO,89930,80.57,89.59
09/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,94.43,101.54
09/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,32,63.36
10/06/2021,Artigas,UY-AR,URUUYAR,74570,101.14,135.63
10/06/2021,Canelones,UY-CA,URUUYCA,588959,532.86,90.47
10/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,49.86,55.65
10/06/2021,Colonia,UY-CO,URUUYCO,130444,115.29,88.38
10/06/2021,Durazno,UY-DU,URUUYDU,58990,39.57,67.08
10/06/2021,Flores,UY-FS,URUUYFS,26500,27.29,102.96
10/06/2021,Florida,UY-FD,URUUYFD,69318,73.43,105.93
10/06/2021,Lavalleja,UY-LA,URUUYLA,59002,35.43,60.05
10/06/2021,Maldonado,UY-MA,URUUYMA,190078,213.57,112.36
10/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1603,116
10/06/2021,Paysandú,UY-PA,URUUYPA,119373,222.71,186.57
10/06/2021,Río Negro,UY-RN,URUUYRN,57874,38.14,65.91
10/06/2021,Rivera,UY-RV,URUUYRV,108569,29,26.71
10/06/2021,Rocha,UY-RO,URUUYRO,74079,63.43,85.62
10/06/2021,Salto,UY-SA,URUUYSA,132788,202,152.12
10/06/2021,San José,UY-SJ,URUUYSJ,116479,107.71,92.48
10/06/2021,Soriano,UY-SO,URUUYSO,89930,85.71,95.31
10/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,106.57,114.6
10/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,32.43,64.21
11/06/2021,Artigas,UY-AR,URUUYAR,74570,100,134.1
11/06/2021,Canelones,UY-CA,URUUYCA,588959,507.14,86.11
11/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,43.86,48.95
11/06/2021,Colonia,UY-CO,URUUYCO,130444,110.71,84.87
11/06/2021,Durazno,UY-DU,URUUYDU,58990,35.29,59.82
11/06/2021,Flores,UY-FS,URUUYFS,26500,26,98.11
11/06/2021,Florida,UY-FD,URUUYFD,69318,74.57,107.58
11/06/2021,Lavalleja,UY-LA,URUUYLA,59002,35.43,60.05
11/06/2021,Maldonado,UY-MA,URUUYMA,190078,213.14,112.13
11/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1564.43,113.2
11/06/2021,Paysandú,UY-PA,URUUYPA,119373,220.14,184.42
11/06/2021,Río Negro,UY-RN,URUUYRN,57874,41.86,72.32
11/06/2021,Rivera,UY-RV,URUUYRV,108569,28,25.79
11/06/2021,Rocha,UY-RO,URUUYRO,74079,65.14,87.94
11/06/2021,Salto,UY-SA,URUUYSA,132788,198.71,149.65
11/06/2021,San José,UY-SJ,URUUYSJ,116479,105.57,90.64
11/06/2021,Soriano,UY-SO,URUUYSO,89930,84,93.41
11/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,107,115.06
11/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,31.29,61.95
12/06/2021,Artigas,UY-AR,URUUYAR,74570,92.86,124.52
12/06/2021,Canelones,UY-CA,URUUYCA,588959,494.71,84
12/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,41.43,46.24
12/06/2021,Colonia,UY-CO,URUUYCO,130444,106.86,81.92
12/06/2021,Durazno,UY-DU,URUUYDU,58990,32.86,55.7
12/06/2021,Flores,UY-FS,URUUYFS,26500,23.57,88.95
12/06/2021,Florida,UY-FD,URUUYFD,69318,75.29,108.61
12/06/2021,Lavalleja,UY-LA,URUUYLA,59002,34.71,58.84
12/06/2021,Maldonado,UY-MA,URUUYMA,190078,217.43,114.39
12/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1472.57,106.56
12/06/2021,Paysandú,UY-PA,URUUYPA,119373,201.43,168.74
12/06/2021,Río Negro,UY-RN,URUUYRN,57874,38.86,67.14
12/06/2021,Rivera,UY-RV,URUUYRV,108569,26,23.95
12/06/2021,Rocha,UY-RO,URUUYRO,74079,58.71,79.26
12/06/2021,Salto,UY-SA,URUUYSA,132788,189,142.33
12/06/2021,San José,UY-SJ,URUUYSJ,116479,105,90.15
12/06/2021,Soriano,UY-SO,URUUYSO,89930,78.57,87.37
12/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,96.57,103.85
12/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,30.29,59.97
13/06/2021,Artigas,UY-AR,URUUYAR,74570,83,111.3
13/06/2021,Canelones,UY-CA,URUUYCA,588959,467.14,79.32
13/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,37,41.3
13/06/2021,Colonia,UY-CO,URUUYCO,130444,101.71,77.98
13/06/2021,Durazno,UY-DU,URUUYDU,58990,32,54.25
13/06/2021,Flores,UY-FS,URUUYFS,26500,22.86,86.25
13/06/2021,Florida,UY-FD,URUUYFD,69318,74.71,107.78
13/06/2021,Lavalleja,UY-LA,URUUYLA,59002,34.29,58.11
13/06/2021,Maldonado,UY-MA,URUUYMA,190078,198.71,104.54
13/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1358,98.27
13/06/2021,Paysandú,UY-PA,URUUYPA,119373,185.57,155.46
13/06/2021,Río Negro,UY-RN,URUUYRN,57874,37.86,65.41
13/06/2021,Rivera,UY-RV,URUUYRV,108569,26.43,24.34
13/06/2021,Rocha,UY-RO,URUUYRO,74079,54.14,73.09
13/06/2021,Salto,UY-SA,URUUYSA,132788,173.71,130.82
13/06/2021,San José,UY-SJ,URUUYSJ,116479,96,82.42
13/06/2021,Soriano,UY-SO,URUUYSO,89930,69.43,77.2
13/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,80.71,86.8
13/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,28.14,55.72
14/06/2021,Artigas,UY-AR,URUUYAR,74570,85.86,115.14
14/06/2021,Canelones,UY-CA,URUUYCA,588959,474.86,80.63
14/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,40.14,44.81
14/06/2021,Colonia,UY-CO,URUUYCO,130444,98,75.13
14/06/2021,Durazno,UY-DU,URUUYDU,58990,31.57,53.52
14/06/2021,Flores,UY-FS,URUUYFS,26500,21.71,81.94
14/06/2021,Florida,UY-FD,URUUYFD,69318,69.29,99.95
14/06/2021,Lavalleja,UY-LA,URUUYLA,59002,33,55.93
14/06/2021,Maldonado,UY-MA,URUUYMA,190078,199.71,105.07
14/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1370.43,99.17
14/06/2021,Paysandú,UY-PA,URUUYPA,119373,179,149.95
14/06/2021,Río Negro,UY-RN,URUUYRN,57874,41.29,71.34
14/06/2021,Rivera,UY-RV,URUUYRV,108569,26.71,24.61
14/06/2021,Rocha,UY-RO,URUUYRO,74079,59.29,80.03
14/06/2021,Salto,UY-SA,URUUYSA,132788,162.86,122.64
14/06/2021,San José,UY-SJ,URUUYSJ,116479,98,84.14
14/06/2021,Soriano,UY-SO,URUUYSO,89930,67,74.5
14/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,81.57,87.72
14/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,28.29,56.01
15/06/2021,Artigas,UY-AR,URUUYAR,74570,74.43,99.81
15/06/2021,Canelones,UY-CA,URUUYCA,588959,420.43,71.39
15/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,35.43,39.55
15/06/2021,Colonia,UY-CO,URUUYCO,130444,90.43,69.32
15/06/2021,Durazno,UY-DU,URUUYDU,58990,27.43,46.5
15/06/2021,Flores,UY-FS,URUUYFS,26500,18.86,71.16
15/06/2021,Florida,UY-FD,URUUYFD,69318,62.86,90.68
15/06/2021,Lavalleja,UY-LA,URUUYLA,59002,33.29,56.41
15/06/2021,Maldonado,UY-MA,URUUYMA,190078,195.14,102.66
15/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1299.43,94.03
15/06/2021,Paysandú,UY-PA,URUUYPA,119373,180.71,151.39
15/06/2021,Río Negro,UY-RN,URUUYRN,57874,44.71,77.26
15/06/2021,Rivera,UY-RV,URUUYRV,108569,24.71,22.76
15/06/2021,Rocha,UY-RO,URUUYRO,74079,57.43,77.52
15/06/2021,Salto,UY-SA,URUUYSA,132788,141,106.18
15/06/2021,San José,UY-SJ,URUUYSJ,116479,91.29,78.37
15/06/2021,Soriano,UY-SO,URUUYSO,89930,63,70.05
15/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,80.86,86.95
15/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,27.86,55.16
16/06/2021,Artigas,UY-AR,URUUYAR,74570,70.29,94.25
16/06/2021,Canelones,UY-CA,URUUYCA,588959,406.14,68.96
16/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,37.86,42.26
16/06/2021,Colonia,UY-CO,URUUYCO,130444,90.71,69.54
16/06/2021,Durazno,UY-DU,URUUYDU,58990,26.71,45.29
16/06/2021,Flores,UY-FS,URUUYFS,26500,19,71.7
16/06/2021,Florida,UY-FD,URUUYFD,69318,53.57,77.28
16/06/2021,Lavalleja,UY-LA,URUUYLA,59002,32,54.24
16/06/2021,Maldonado,UY-MA,URUUYMA,190078,182.14,95.83
16/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1277.57,92.45
16/06/2021,Paysandú,UY-PA,URUUYPA,119373,177.86,148.99
16/06/2021,Río Negro,UY-RN,URUUYRN,57874,41.71,72.08
16/06/2021,Rivera,UY-RV,URUUYRV,108569,24.43,22.5
16/06/2021,Rocha,UY-RO,URUUYRO,74079,61,82.34
16/06/2021,Salto,UY-SA,URUUYSA,132788,138.29,104.14
16/06/2021,San José,UY-SJ,URUUYSJ,116479,88.43,75.92
16/06/2021,Soriano,UY-SO,URUUYSO,89930,61.43,68.31
16/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,79,84.95
16/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,26.14,51.76
17/06/2021,Artigas,UY-AR,URUUYAR,74570,67,89.85
17/06/2021,Canelones,UY-CA,URUUYCA,588959,389.14,66.07
17/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,35.14,39.23
17/06/2021,Colonia,UY-CO,URUUYCO,130444,83.86,64.29
17/06/2021,Durazno,UY-DU,URUUYDU,58990,25.57,43.35
17/06/2021,Flores,UY-FS,URUUYFS,26500,15.14,57.14
17/06/2021,Florida,UY-FD,URUUYFD,69318,42.43,61.21
17/06/2021,Lavalleja,UY-LA,URUUYLA,59002,31.43,53.27
17/06/2021,Maldonado,UY-MA,URUUYMA,190078,173,91.02
17/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1186.86,85.88
17/06/2021,Paysandú,UY-PA,URUUYPA,119373,158.14,132.48
17/06/2021,Río Negro,UY-RN,URUUYRN,57874,39.71,68.62
17/06/2021,Rivera,UY-RV,URUUYRV,108569,22.57,20.79
17/06/2021,Rocha,UY-RO,URUUYRO,74079,52.29,70.58
17/06/2021,Salto,UY-SA,URUUYSA,132788,132.86,100.05
17/06/2021,San José,UY-SJ,URUUYSJ,116479,81.86,70.28
17/06/2021,Soriano,UY-SO,URUUYSO,89930,54.86,61
17/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,63.57,68.36
17/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,24.14,47.8
18/06/2021,Artigas,UY-AR,URUUYAR,74570,59.71,80.08
18/06/2021,Canelones,UY-CA,URUUYCA,588959,376.43,63.91
18/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,40,44.65
18/06/2021,Colonia,UY-CO,URUUYCO,130444,79.86,61.22
18/06/2021,Durazno,UY-DU,URUUYDU,58990,24.29,41.17
18/06/2021,Flores,UY-FS,URUUYFS,26500,13.86,52.29
18/06/2021,Florida,UY-FD,URUUYFD,69318,38.43,55.44
18/06/2021,Lavalleja,UY-LA,URUUYLA,59002,31.14,52.78
18/06/2021,Maldonado,UY-MA,URUUYMA,190078,166.71,87.71
18/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1155.14,83.59
18/06/2021,Paysandú,UY-PA,URUUYPA,119373,139,116.44
18/06/2021,Río Negro,UY-RN,URUUYRN,57874,37.43,64.67
18/06/2021,Rivera,UY-RV,URUUYRV,108569,22,20.26
18/06/2021,Rocha,UY-RO,URUUYRO,74079,51.71,69.81
18/06/2021,Salto,UY-SA,URUUYSA,132788,116.71,87.9
18/06/2021,San José,UY-SJ,URUUYSJ,116479,82.86,71.13
18/06/2021,Soriano,UY-SO,URUUYSO,89930,53.57,59.57
18/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,59.29,63.75
18/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,24.86,49.22
19/06/2021,Artigas,UY-AR,URUUYAR,74570,55.29,74.14
19/06/2021,Canelones,UY-CA,URUUYCA,588959,350.57,59.52
19/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,41.29,46.08
19/06/2021,Colonia,UY-CO,URUUYCO,130444,78.14,59.91
19/06/2021,Durazno,UY-DU,URUUYDU,58990,22,37.29
19/06/2021,Flores,UY-FS,URUUYFS,26500,13.71,51.75
19/06/2021,Florida,UY-FD,URUUYFD,69318,34.71,50.08
19/06/2021,Lavalleja,UY-LA,URUUYLA,59002,29.86,50.6
19/06/2021,Maldonado,UY-MA,URUUYMA,190078,152.57,80.27
19/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1111,80.39
19/06/2021,Paysandú,UY-PA,URUUYPA,119373,129.71,108.66
19/06/2021,Río Negro,UY-RN,URUUYRN,57874,36.29,62.7
19/06/2021,Rivera,UY-RV,URUUYRV,108569,22.14,20.4
19/06/2021,Rocha,UY-RO,URUUYRO,74079,51,68.85
19/06/2021,Salto,UY-SA,URUUYSA,132788,99.86,75.2
19/06/2021,San José,UY-SJ,URUUYSJ,116479,73.57,63.16
19/06/2021,Soriano,UY-SO,URUUYSO,89930,50.57,56.23
19/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,55.57,59.76
19/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,24.14,47.8
20/06/2021,Artigas,UY-AR,URUUYAR,74570,53.57,71.84
20/06/2021,Canelones,UY-CA,URUUYCA,588959,332.71,56.49
20/06/2021,Cerro Largo,UY-CL,URUUYCL,89587,40.86,45.61
20/06/2021,Colonia,UY-CO,URUUYCO,130444,76.14,58.37
20/06/2021,Durazno,UY-DU,URUUYDU,58990,19.86,33.66
20/06/2021,Flores,UY-FS,URUUYFS,26500,13.71,51.75
20/06/2021,Florida,UY-FD,URUUYFD,69318,34.29,49.46
20/06/2021,Lavalleja,UY-LA,URUUYLA,59002,30.29,51.33
20/06/2021,Maldonado,UY-MA,URUUYMA,190078,144.43,75.98
20/06/2021,Montevideo,UY-MO,URUUYMO,1381946,1088,78.73
20/06/2021,Paysandú,UY-PA,URUUYPA,119373,120.29,100.76
20/06/2021,Río Negro,UY-RN,URUUYRN,57874,35.43,61.22
20/06/2021,Rivera,UY-RV,URUUYRV,108569,22.14,20.4
20/06/2021,Rocha,UY-RO,URUUYRO,74079,51.14,69.04
20/06/2021,Salto,UY-SA,URUUYSA,132788,93.86,70.68
20/06/2021,San José,UY-SJ,URUUYSJ,116479,71.43,61.32
20/06/2021,Soriano,UY-SO,URUUYSO,89930,48.43,53.85
20/06/2021,Tacuarembó,UY-TA,URUUYTA,92993,54.43,58.53
20/06/2021,Treinta y Tres,UY-TT,URUUYTT,50504,21.86,43.28
