fecha,departamento,iso,admlcd,poblacion,p7,p7_cada100k
08/08/2020,Colonia,UY-CO,URUUYCO,130444,0.14,0.11
08/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
08/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
08/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
08/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0.29,0.48
08/08/2020,Maldonado,UY-MA,URUUYMA,190078,0.71,0.38
08/08/2020,Montevideo,UY-MO,URUUYMO,1381946,4.43,0.32
08/08/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
08/08/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
08/08/2020,Rivera,UY-RV,URUUYRV,108569,0.57,0.53
08/08/2020,Rocha,UY-RO,URUUYRO,74079,-0.14,-0.19
08/08/2020,Salto,UY-SA,URUUYSA,132788,0.14,0.11
08/08/2020,San José,UY-SJ,URUUYSJ,116479,1,0.86
08/08/2020,Soriano,UY-SO,URUUYSO,89930,0.14,0.16
08/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0,0
08/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0,0
09/08/2020,Artigas,UY-AR,URUUYAR,74570,0.43,0.57
09/08/2020,Canelones,UY-CA,URUUYCA,588959,1.86,0.32
09/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
09/08/2020,Colonia,UY-CO,URUUYCO,130444,0.14,0.11
09/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
09/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
09/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
09/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0.29,0.48
09/08/2020,Maldonado,UY-MA,URUUYMA,190078,1,0.53
09/08/2020,Montevideo,UY-MO,URUUYMO,1381946,4.43,0.32
09/08/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
09/08/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
09/08/2020,Rivera,UY-RV,URUUYRV,108569,0.71,0.66
09/08/2020,Rocha,UY-RO,URUUYRO,74079,0,0
09/08/2020,Salto,UY-SA,URUUYSA,132788,0.14,0.11
09/08/2020,San José,UY-SJ,URUUYSJ,116479,1.71,1.47
09/08/2020,Soriano,UY-SO,URUUYSO,89930,0,0
09/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.14,0.15
09/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0,0
10/08/2020,Artigas,UY-AR,URUUYAR,74570,0.43,0.57
10/08/2020,Canelones,UY-CA,URUUYCA,588959,1.57,0.27
10/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
10/08/2020,Colonia,UY-CO,URUUYCO,130444,0.14,0.11
10/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
10/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
10/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
10/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0.29,0.48
10/08/2020,Maldonado,UY-MA,URUUYMA,190078,1,0.53
10/08/2020,Montevideo,UY-MO,URUUYMO,1381946,4.29,0.31
10/08/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
10/08/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
10/08/2020,Rivera,UY-RV,URUUYRV,108569,0.86,0.79
10/08/2020,Rocha,UY-RO,URUUYRO,74079,0,0
10/08/2020,Salto,UY-SA,URUUYSA,132788,0.14,0.11
10/08/2020,San José,UY-SJ,URUUYSJ,116479,2.14,1.84
10/08/2020,Soriano,UY-SO,URUUYSO,89930,0,0
10/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.14,0.15
10/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0.14,0.28
11/08/2020,Artigas,UY-AR,URUUYAR,74570,0.43,0.57
11/08/2020,Canelones,UY-CA,URUUYCA,588959,1.43,0.24
11/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.29,0.32
11/08/2020,Colonia,UY-CO,URUUYCO,130444,0.14,0.11
11/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
11/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
11/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
11/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0.29,0.48
11/08/2020,Maldonado,UY-MA,URUUYMA,190078,0.29,0.15
11/08/2020,Montevideo,UY-MO,URUUYMO,1381946,5.29,0.38
11/08/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
11/08/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
11/08/2020,Rivera,UY-RV,URUUYRV,108569,1.43,1.32
11/08/2020,Rocha,UY-RO,URUUYRO,74079,0,0
11/08/2020,Salto,UY-SA,URUUYSA,132788,0.14,0.11
11/08/2020,San José,UY-SJ,URUUYSJ,116479,2.71,2.33
11/08/2020,Soriano,UY-SO,URUUYSO,89930,0,0
11/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.29,0.31
11/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0.14,0.28
12/08/2020,Artigas,UY-AR,URUUYAR,74570,0,0
12/08/2020,Canelones,UY-CA,URUUYCA,588959,1.29,0.22
12/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.29,0.32
12/08/2020,Colonia,UY-CO,URUUYCO,130444,0.14,0.11
12/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
12/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
12/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
12/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0.29,0.48
12/08/2020,Maldonado,UY-MA,URUUYMA,190078,0.29,0.15
12/08/2020,Montevideo,UY-MO,URUUYMO,1381946,5.71,0.41
12/08/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
12/08/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
12/08/2020,Rivera,UY-RV,URUUYRV,108569,1.29,1.18
12/08/2020,Rocha,UY-RO,URUUYRO,74079,0.14,0.19
12/08/2020,Salto,UY-SA,URUUYSA,132788,0.29,0.22
12/08/2020,San José,UY-SJ,URUUYSJ,116479,2.71,2.33
12/08/2020,Soriano,UY-SO,URUUYSO,89930,0,0
12/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.29,0.31
12/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0.29,0.57
13/08/2020,Artigas,UY-AR,URUUYAR,74570,0.14,0.19
13/08/2020,Canelones,UY-CA,URUUYCA,588959,1.29,0.22
13/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.29,0.32
13/08/2020,Colonia,UY-CO,URUUYCO,130444,0,0
13/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
13/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
13/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
13/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0.14,0.24
13/08/2020,Maldonado,UY-MA,URUUYMA,190078,0.29,0.15
13/08/2020,Montevideo,UY-MO,URUUYMO,1381946,6.29,0.45
13/08/2020,Paysandú,UY-PA,URUUYPA,119373,0.14,0.12
13/08/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
13/08/2020,Rivera,UY-RV,URUUYRV,108569,1.71,1.58
13/08/2020,Rocha,UY-RO,URUUYRO,74079,0.14,0.19
13/08/2020,Salto,UY-SA,URUUYSA,132788,0.14,0.11
13/08/2020,San José,UY-SJ,URUUYSJ,116479,2.86,2.45
13/08/2020,Soriano,UY-SO,URUUYSO,89930,0,0
13/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.43,0.46
13/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0.29,0.57
14/08/2020,Artigas,UY-AR,URUUYAR,74570,0.14,0.19
14/08/2020,Canelones,UY-CA,URUUYCA,588959,1,0.17
14/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.29,0.32
14/08/2020,Colonia,UY-CO,URUUYCO,130444,0,0
14/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
14/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
14/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
14/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0.14,0.24
14/08/2020,Maldonado,UY-MA,URUUYMA,190078,0.29,0.15
14/08/2020,Montevideo,UY-MO,URUUYMO,1381946,6.57,0.48
14/08/2020,Paysandú,UY-PA,URUUYPA,119373,0.14,0.12
14/08/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
14/08/2020,Rivera,UY-RV,URUUYRV,108569,2.29,2.11
14/08/2020,Rocha,UY-RO,URUUYRO,74079,0.43,0.58
14/08/2020,Salto,UY-SA,URUUYSA,132788,0.14,0.11
14/08/2020,San José,UY-SJ,URUUYSJ,116479,2.86,2.45
14/08/2020,Soriano,UY-SO,URUUYSO,89930,0,0
14/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.43,0.46
14/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0.29,0.57
15/08/2020,Artigas,UY-AR,URUUYAR,74570,0.43,0.57
15/08/2020,Canelones,UY-CA,URUUYCA,588959,0.71,0.12
15/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.29,0.32
15/08/2020,Colonia,UY-CO,URUUYCO,130444,0,0
15/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
15/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
15/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
15/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
15/08/2020,Maldonado,UY-MA,URUUYMA,190078,0.29,0.15
15/08/2020,Montevideo,UY-MO,URUUYMO,1381946,6.57,0.48
15/08/2020,Paysandú,UY-PA,URUUYPA,119373,0.14,0.12
15/08/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
15/08/2020,Rivera,UY-RV,URUUYRV,108569,3.14,2.89
15/08/2020,Rocha,UY-RO,URUUYRO,74079,0.43,0.58
15/08/2020,Salto,UY-SA,URUUYSA,132788,0.14,0.11
15/08/2020,San José,UY-SJ,URUUYSJ,116479,2.29,1.96
15/08/2020,Soriano,UY-SO,URUUYSO,89930,0,0
15/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.43,0.46
15/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0.29,0.57
16/08/2020,Artigas,UY-AR,URUUYAR,74570,0.43,0.57
16/08/2020,Canelones,UY-CA,URUUYCA,588959,0.29,0.05
16/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.29,0.32
16/08/2020,Colonia,UY-CO,URUUYCO,130444,0,0
16/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
16/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
16/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
16/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
16/08/2020,Maldonado,UY-MA,URUUYMA,190078,0.14,0.08
16/08/2020,Montevideo,UY-MO,URUUYMO,1381946,6.14,0.44
16/08/2020,Paysandú,UY-PA,URUUYPA,119373,0.14,0.12
16/08/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
16/08/2020,Rivera,UY-RV,URUUYRV,108569,3.43,3.16
16/08/2020,Rocha,UY-RO,URUUYRO,74079,0.29,0.39
16/08/2020,Salto,UY-SA,URUUYSA,132788,0,0
16/08/2020,San José,UY-SJ,URUUYSJ,116479,1.57,1.35
16/08/2020,Soriano,UY-SO,URUUYSO,89930,0,0
16/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.29,0.31
16/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0.29,0.57
17/08/2020,Artigas,UY-AR,URUUYAR,74570,0.43,0.57
17/08/2020,Canelones,UY-CA,URUUYCA,588959,0.43,0.07
17/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0.29,0.32
17/08/2020,Colonia,UY-CO,URUUYCO,130444,0.14,0.11
17/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
17/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
17/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
17/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
17/08/2020,Maldonado,UY-MA,URUUYMA,190078,0.14,0.08
17/08/2020,Montevideo,UY-MO,URUUYMO,1381946,6.57,0.48
17/08/2020,Paysandú,UY-PA,URUUYPA,119373,0.14,0.12
17/08/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
17/08/2020,Rivera,UY-RV,URUUYRV,108569,3.71,3.42
17/08/2020,Rocha,UY-RO,URUUYRO,74079,0.29,0.39
17/08/2020,Salto,UY-SA,URUUYSA,132788,0,0
17/08/2020,San José,UY-SJ,URUUYSJ,116479,1.29,1.1
17/08/2020,Soriano,UY-SO,URUUYSO,89930,0.29,0.32
17/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.29,0.31
17/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0.14,0.28
18/08/2020,Artigas,UY-AR,URUUYAR,74570,1.29,1.72
18/08/2020,Canelones,UY-CA,URUUYCA,588959,0.57,0.1
18/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
18/08/2020,Colonia,UY-CO,URUUYCO,130444,0.14,0.11
18/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
18/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
18/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
18/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
18/08/2020,Maldonado,UY-MA,URUUYMA,190078,0.14,0.08
18/08/2020,Montevideo,UY-MO,URUUYMO,1381946,6.57,0.48
18/08/2020,Paysandú,UY-PA,URUUYPA,119373,0.14,0.12
18/08/2020,Río Negro,UY-RN,URUUYRN,57874,0.14,0.25
18/08/2020,Rivera,UY-RV,URUUYRV,108569,4.43,4.08
18/08/2020,Rocha,UY-RO,URUUYRO,74079,0.29,0.39
18/08/2020,Salto,UY-SA,URUUYSA,132788,0,0
18/08/2020,San José,UY-SJ,URUUYSJ,116479,0.86,0.74
18/08/2020,Soriano,UY-SO,URUUYSO,89930,0.29,0.32
18/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.14,0.15
18/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0.14,0.28
19/08/2020,Artigas,UY-AR,URUUYAR,74570,1.43,1.92
19/08/2020,Canelones,UY-CA,URUUYCA,588959,0.43,0.07
19/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
19/08/2020,Colonia,UY-CO,URUUYCO,130444,0.14,0.11
19/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
19/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
19/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
19/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
19/08/2020,Maldonado,UY-MA,URUUYMA,190078,0.14,0.08
19/08/2020,Montevideo,UY-MO,URUUYMO,1381946,6.57,0.48
19/08/2020,Paysandú,UY-PA,URUUYPA,119373,0.14,0.12
19/08/2020,Río Negro,UY-RN,URUUYRN,57874,0.14,0.25
19/08/2020,Rivera,UY-RV,URUUYRV,108569,4.29,3.95
19/08/2020,Rocha,UY-RO,URUUYRO,74079,0.29,0.39
19/08/2020,Salto,UY-SA,URUUYSA,132788,0,0
19/08/2020,San José,UY-SJ,URUUYSJ,116479,1,0.86
19/08/2020,Soriano,UY-SO,URUUYSO,89930,0.29,0.32
19/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.14,0.15
19/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0,0
20/08/2020,Artigas,UY-AR,URUUYAR,74570,1.86,2.49
20/08/2020,Canelones,UY-CA,URUUYCA,588959,0.43,0.07
20/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
20/08/2020,Colonia,UY-CO,URUUYCO,130444,0.14,0.11
20/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
20/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
20/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
20/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
20/08/2020,Maldonado,UY-MA,URUUYMA,190078,0,0
20/08/2020,Montevideo,UY-MO,URUUYMO,1381946,6.57,0.48
20/08/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
20/08/2020,Río Negro,UY-RN,URUUYRN,57874,0.14,0.25
20/08/2020,Rivera,UY-RV,URUUYRV,108569,3.71,3.42
20/08/2020,Rocha,UY-RO,URUUYRO,74079,0.29,0.39
20/08/2020,Salto,UY-SA,URUUYSA,132788,0.29,0.22
20/08/2020,San José,UY-SJ,URUUYSJ,116479,0.71,0.61
20/08/2020,Soriano,UY-SO,URUUYSO,89930,0.29,0.32
20/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0,0
20/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0,0
21/08/2020,Artigas,UY-AR,URUUYAR,74570,1.86,2.49
21/08/2020,Canelones,UY-CA,URUUYCA,588959,0.71,0.12
21/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
21/08/2020,Colonia,UY-CO,URUUYCO,130444,0.14,0.11
21/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
21/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
21/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
21/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
21/08/2020,Maldonado,UY-MA,URUUYMA,190078,0,0
21/08/2020,Montevideo,UY-MO,URUUYMO,1381946,6.57,0.48
21/08/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
21/08/2020,Río Negro,UY-RN,URUUYRN,57874,0.14,0.25
21/08/2020,Rivera,UY-RV,URUUYRV,108569,3.43,3.16
21/08/2020,Rocha,UY-RO,URUUYRO,74079,0,0
21/08/2020,Salto,UY-SA,URUUYSA,132788,0.29,0.22
21/08/2020,San José,UY-SJ,URUUYSJ,116479,0.57,0.49
21/08/2020,Soriano,UY-SO,URUUYSO,89930,0.29,0.32
21/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0,0
21/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0,0
22/08/2020,Artigas,UY-AR,URUUYAR,74570,1.57,2.11
22/08/2020,Canelones,UY-CA,URUUYCA,588959,0.71,0.12
22/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
22/08/2020,Colonia,UY-CO,URUUYCO,130444,0.14,0.11
22/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
22/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
22/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
22/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
22/08/2020,Maldonado,UY-MA,URUUYMA,190078,0,0
22/08/2020,Montevideo,UY-MO,URUUYMO,1381946,6.29,0.45
22/08/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
22/08/2020,Río Negro,UY-RN,URUUYRN,57874,0.14,0.25
22/08/2020,Rivera,UY-RV,URUUYRV,108569,2.71,2.5
22/08/2020,Rocha,UY-RO,URUUYRO,74079,0,0
22/08/2020,Salto,UY-SA,URUUYSA,132788,0.29,0.22
22/08/2020,San José,UY-SJ,URUUYSJ,116479,0.57,0.49
22/08/2020,Soriano,UY-SO,URUUYSO,89930,0.29,0.32
22/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0,0
22/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0,0
23/08/2020,Artigas,UY-AR,URUUYAR,74570,1.57,2.11
23/08/2020,Canelones,UY-CA,URUUYCA,588959,0.71,0.12
23/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
23/08/2020,Colonia,UY-CO,URUUYCO,130444,0.14,0.11
23/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
23/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
23/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
23/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
23/08/2020,Maldonado,UY-MA,URUUYMA,190078,0,0
23/08/2020,Montevideo,UY-MO,URUUYMO,1381946,6.57,0.48
23/08/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
23/08/2020,Río Negro,UY-RN,URUUYRN,57874,0.14,0.25
23/08/2020,Rivera,UY-RV,URUUYRV,108569,2.29,2.11
23/08/2020,Rocha,UY-RO,URUUYRO,74079,0,0
23/08/2020,Salto,UY-SA,URUUYSA,132788,0.29,0.22
23/08/2020,San José,UY-SJ,URUUYSJ,116479,0.71,0.61
23/08/2020,Soriano,UY-SO,URUUYSO,89930,0.29,0.32
23/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0,0
23/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0,0
24/08/2020,Artigas,UY-AR,URUUYAR,74570,1.57,2.11
24/08/2020,Canelones,UY-CA,URUUYCA,588959,0.86,0.15
24/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
24/08/2020,Colonia,UY-CO,URUUYCO,130444,0,0
24/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
24/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
24/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
24/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
24/08/2020,Maldonado,UY-MA,URUUYMA,190078,0,0
24/08/2020,Montevideo,UY-MO,URUUYMO,1381946,5.86,0.42
24/08/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
24/08/2020,Río Negro,UY-RN,URUUYRN,57874,0.14,0.25
24/08/2020,Rivera,UY-RV,URUUYRV,108569,1.86,1.71
24/08/2020,Rocha,UY-RO,URUUYRO,74079,0,0
24/08/2020,Salto,UY-SA,URUUYSA,132788,0.29,0.22
24/08/2020,San José,UY-SJ,URUUYSJ,116479,0.57,0.49
24/08/2020,Soriano,UY-SO,URUUYSO,89930,0,0
24/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0,0
24/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0,0
25/08/2020,Artigas,UY-AR,URUUYAR,74570,0.71,0.96
25/08/2020,Canelones,UY-CA,URUUYCA,588959,0.57,0.1
25/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
25/08/2020,Colonia,UY-CO,URUUYCO,130444,0,0
25/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
25/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
25/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
25/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
25/08/2020,Maldonado,UY-MA,URUUYMA,190078,0,0
25/08/2020,Montevideo,UY-MO,URUUYMO,1381946,4.71,0.34
25/08/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
25/08/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
25/08/2020,Rivera,UY-RV,URUUYRV,108569,0.71,0.66
25/08/2020,Rocha,UY-RO,URUUYRO,74079,0,0
25/08/2020,Salto,UY-SA,URUUYSA,132788,0.29,0.22
25/08/2020,San José,UY-SJ,URUUYSJ,116479,0.43,0.37
25/08/2020,Soriano,UY-SO,URUUYSO,89930,0,0
25/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.14,0.15
25/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0,0
26/08/2020,Artigas,UY-AR,URUUYAR,74570,0.57,0.77
26/08/2020,Canelones,UY-CA,URUUYCA,588959,0.86,0.15
26/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
26/08/2020,Colonia,UY-CO,URUUYCO,130444,0,0
26/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
26/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
26/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
26/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
26/08/2020,Maldonado,UY-MA,URUUYMA,190078,0,0
26/08/2020,Montevideo,UY-MO,URUUYMO,1381946,4.29,0.31
26/08/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
26/08/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
26/08/2020,Rivera,UY-RV,URUUYRV,108569,0.71,0.66
26/08/2020,Rocha,UY-RO,URUUYRO,74079,0,0
26/08/2020,Salto,UY-SA,URUUYSA,132788,0.29,0.22
26/08/2020,San José,UY-SJ,URUUYSJ,116479,0.29,0.25
26/08/2020,Soriano,UY-SO,URUUYSO,89930,0,0
26/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.29,0.31
26/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0,0
27/08/2020,Artigas,UY-AR,URUUYAR,74570,0,0
27/08/2020,Canelones,UY-CA,URUUYCA,588959,1,0.17
27/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
27/08/2020,Colonia,UY-CO,URUUYCO,130444,0,0
27/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
27/08/2020,Flores,UY-FS,URUUYFS,26500,0,0
27/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
27/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
27/08/2020,Maldonado,UY-MA,URUUYMA,190078,0,0
27/08/2020,Montevideo,UY-MO,URUUYMO,1381946,4.14,0.3
27/08/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
27/08/2020,Río Negro,UY-RN,URUUYRN,57874,0,0
27/08/2020,Rivera,UY-RV,URUUYRV,108569,1,0.92
27/08/2020,Rocha,UY-RO,URUUYRO,74079,0,0
27/08/2020,Salto,UY-SA,URUUYSA,132788,0,0
27/08/2020,San José,UY-SJ,URUUYSJ,116479,0.29,0.25
27/08/2020,Soriano,UY-SO,URUUYSO,89930,0,0
27/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.29,0.31
27/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0,0
28/08/2020,Artigas,UY-AR,URUUYAR,74570,0,0
28/08/2020,Canelones,UY-CA,URUUYCA,588959,0.71,0.12
28/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
28/08/2020,Colonia,UY-CO,URUUYCO,130444,0,0
28/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
28/08/2020,Flores,UY-FS,URUUYFS,26500,0.14,0.54
28/08/2020,Florida,UY-FD,URUUYFD,69318,0,0
28/08/2020,Lavalleja,UY-LA,URUUYLA,59002,0,0
28/08/2020,Maldonado,UY-MA,URUUYMA,190078,0,0
28/08/2020,Montevideo,UY-MO,URUUYMO,1381946,4.14,0.3
28/08/2020,Paysandú,UY-PA,URUUYPA,119373,0,0
28/08/2020,Río Negro,UY-RN,URUUYRN,57874,0.14,0.25
28/08/2020,Rivera,UY-RV,URUUYRV,108569,0.71,0.66
28/08/2020,Rocha,UY-RO,URUUYRO,74079,0,0
28/08/2020,Salto,UY-SA,URUUYSA,132788,0,0
28/08/2020,San José,UY-SJ,URUUYSJ,116479,0.29,0.25
28/08/2020,Soriano,UY-SO,URUUYSO,89930,0,0
28/08/2020,Tacuarembó,UY-TA,URUUYTA,92993,0.29,0.31
28/08/2020,Treinta y Tres,UY-TT,URUUYTT,50504,0,0
29/08/2020,Artigas,UY-AR,URUUYAR,74570,0,0
29/08/2020,Canelones,UY-CA,URUUYCA,588959,0.71,0.12
29/08/2020,Cerro Largo,UY-CL,URUUYCL,89587,0,0
29/08/2020,Colonia,UY-CO,URUUYCO,130444,0,0
29/08/2020,Durazno,UY-DU,URUUYDU,58990,0,0
