fecha;departamento;admlcd;poblacion;p7;p7_cada100k
29/08/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
30/08/2020;Artigas(UY-AR);URUUYAR;74570;0;0
30/08/2020;Canelones(UY-CA);URUUYCA;588959;0.86;0.15
30/08/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
30/08/2020;Colonia(UY-CO);URUUYCO;130444;0;0
30/08/2020;Durazno(UY-DU);URUUYDU;58990;0;0
30/08/2020;Flores(UY-FS);URUUYFS;26500;0.14;0.54
30/08/2020;Florida(UY-FD);URUUYFD;69318;0;0
30/08/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
30/08/2020;Maldonado(UY-MA);URUUYMA;190078;0;0
30/08/2020;Montevideo(UY-MO);URUUYMO;1381946;6.29;0.45
30/08/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
30/08/2020;Río Negro(UY-RN);URUUYRN;57874;0.29;0.49
30/08/2020;Rivera(UY-RV);URUUYRV;108569;0.57;0.53
30/08/2020;Rocha(UY-RO);URUUYRO;74079;0;0
30/08/2020;Salto(UY-SA);URUUYSA;132788;0.29;0.22
30/08/2020;San José(UY-SJ);URUUYSJ;116479;0;0
30/08/2020;Soriano(UY-SO);URUUYSO;89930;0.14;0.16
30/08/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.29;0.31
30/08/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
31/08/2020;Artigas(UY-AR);URUUYAR;74570;0;0
31/08/2020;Canelones(UY-CA);URUUYCA;588959;0.57;0.1
31/08/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
31/08/2020;Colonia(UY-CO);URUUYCO;130444;0;0
31/08/2020;Durazno(UY-DU);URUUYDU;58990;0;0
31/08/2020;Flores(UY-FS);URUUYFS;26500;0.14;0.54
31/08/2020;Florida(UY-FD);URUUYFD;69318;0;0
31/08/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
31/08/2020;Maldonado(UY-MA);URUUYMA;190078;0;0
31/08/2020;Montevideo(UY-MO);URUUYMO;1381946;7.29;0.53
31/08/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
31/08/2020;Río Negro(UY-RN);URUUYRN;57874;0.14;0.25
31/08/2020;Rivera(UY-RV);URUUYRV;108569;0.57;0.53
31/08/2020;Rocha(UY-RO);URUUYRO;74079;0;0
31/08/2020;Salto(UY-SA);URUUYSA;132788;0;0
31/08/2020;San José(UY-SJ);URUUYSJ;116479;0;0
31/08/2020;Soriano(UY-SO);URUUYSO;89930;0.14;0.16
31/08/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.57;0.61
31/08/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
01/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
01/09/2020;Canelones(UY-CA);URUUYCA;588959;0.86;0.15
01/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
01/09/2020;Colonia(UY-CO);URUUYCO;130444;0;0
01/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
01/09/2020;Flores(UY-FS);URUUYFS;26500;0.14;0.54
01/09/2020;Florida(UY-FD);URUUYFD;69318;0.14;0.21
01/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
01/09/2020;Maldonado(UY-MA);URUUYMA;190078;0.14;0.08
01/09/2020;Montevideo(UY-MO);URUUYMO;1381946;8.71;0.63
01/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
01/09/2020;Río Negro(UY-RN);URUUYRN;57874;0.14;0.25
01/09/2020;Rivera(UY-RV);URUUYRV;108569;0.43;0.39
01/09/2020;Rocha(UY-RO);URUUYRO;74079;0;0
01/09/2020;Salto(UY-SA);URUUYSA;132788;0;0
01/09/2020;San José(UY-SJ);URUUYSJ;116479;0.14;0.12
01/09/2020;Soriano(UY-SO);URUUYSO;89930;0.14;0.16
01/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.43;0.46
01/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
02/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
02/09/2020;Canelones(UY-CA);URUUYCA;588959;1;0.17
02/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
02/09/2020;Colonia(UY-CO);URUUYCO;130444;0;0
02/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
02/09/2020;Flores(UY-FS);URUUYFS;26500;0.14;0.54
02/09/2020;Florida(UY-FD);URUUYFD;69318;0.14;0.21
02/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
02/09/2020;Maldonado(UY-MA);URUUYMA;190078;0.14;0.08
02/09/2020;Montevideo(UY-MO);URUUYMO;1381946;9.86;0.71
02/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
02/09/2020;Río Negro(UY-RN);URUUYRN;57874;0.14;0.25
02/09/2020;Rivera(UY-RV);URUUYRV;108569;0.43;0.39
02/09/2020;Rocha(UY-RO);URUUYRO;74079;0.14;0.19
02/09/2020;Salto(UY-SA);URUUYSA;132788;0;0
02/09/2020;San José(UY-SJ);URUUYSJ;116479;0.14;0.12
02/09/2020;Soriano(UY-SO);URUUYSO;89930;0.14;0.16
02/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.29;0.31
02/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
03/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
03/09/2020;Canelones(UY-CA);URUUYCA;588959;0.86;0.15
03/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
03/09/2020;Colonia(UY-CO);URUUYCO;130444;0;0
03/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
03/09/2020;Flores(UY-FS);URUUYFS;26500;0.14;0.54
03/09/2020;Florida(UY-FD);URUUYFD;69318;0.14;0.21
03/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
03/09/2020;Maldonado(UY-MA);URUUYMA;190078;0.14;0.08
03/09/2020;Montevideo(UY-MO);URUUYMO;1381946;10.86;0.79
03/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
03/09/2020;Río Negro(UY-RN);URUUYRN;57874;0.14;0.25
03/09/2020;Rivera(UY-RV);URUUYRV;108569;0.14;0.13
03/09/2020;Rocha(UY-RO);URUUYRO;74079;0.14;0.19
03/09/2020;Salto(UY-SA);URUUYSA;132788;0;0
03/09/2020;San José(UY-SJ);URUUYSJ;116479;0.14;0.12
03/09/2020;Soriano(UY-SO);URUUYSO;89930;0.14;0.16
03/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.29;0.31
03/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
04/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
04/09/2020;Canelones(UY-CA);URUUYCA;588959;1;0.17
04/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
04/09/2020;Colonia(UY-CO);URUUYCO;130444;0;0
04/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
04/09/2020;Flores(UY-FS);URUUYFS;26500;0;0
04/09/2020;Florida(UY-FD);URUUYFD;69318;0.14;0.21
04/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
04/09/2020;Maldonado(UY-MA);URUUYMA;190078;0.14;0.08
04/09/2020;Montevideo(UY-MO);URUUYMO;1381946;11.86;0.86
04/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
04/09/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
04/09/2020;Rivera(UY-RV);URUUYRV;108569;0.14;0.13
04/09/2020;Rocha(UY-RO);URUUYRO;74079;0.57;0.77
04/09/2020;Salto(UY-SA);URUUYSA;132788;0;0
04/09/2020;San José(UY-SJ);URUUYSJ;116479;0.14;0.12
04/09/2020;Soriano(UY-SO);URUUYSO;89930;0.14;0.16
04/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.29;0.31
04/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
05/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
05/09/2020;Canelones(UY-CA);URUUYCA;588959;0.86;0.15
05/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
05/09/2020;Colonia(UY-CO);URUUYCO;130444;0;0
05/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
05/09/2020;Flores(UY-FS);URUUYFS;26500;0;0
05/09/2020;Florida(UY-FD);URUUYFD;69318;0.14;0.21
05/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
05/09/2020;Maldonado(UY-MA);URUUYMA;190078;0.14;0.08
05/09/2020;Montevideo(UY-MO);URUUYMO;1381946;12;0.87
05/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
05/09/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
05/09/2020;Rivera(UY-RV);URUUYRV;108569;0.14;0.13
05/09/2020;Rocha(UY-RO);URUUYRO;74079;1.14;1.54
05/09/2020;Salto(UY-SA);URUUYSA;132788;0;0
05/09/2020;San José(UY-SJ);URUUYSJ;116479;0.14;0.12
05/09/2020;Soriano(UY-SO);URUUYSO;89930;0;0
05/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.29;0.31
05/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
06/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
06/09/2020;Canelones(UY-CA);URUUYCA;588959;0.71;0.12
06/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
06/09/2020;Colonia(UY-CO);URUUYCO;130444;0;0
06/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
06/09/2020;Flores(UY-FS);URUUYFS;26500;0;0
06/09/2020;Florida(UY-FD);URUUYFD;69318;0.14;0.21
06/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
06/09/2020;Maldonado(UY-MA);URUUYMA;190078;0.14;0.08
06/09/2020;Montevideo(UY-MO);URUUYMO;1381946;12;0.87
06/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
06/09/2020;Río Negro(UY-RN);URUUYRN;57874;-0.14;-0.25
06/09/2020;Rivera(UY-RV);URUUYRV;108569;0;0
06/09/2020;Rocha(UY-RO);URUUYRO;74079;1.14;1.54
06/09/2020;Salto(UY-SA);URUUYSA;132788;-0.29;-0.22
06/09/2020;San José(UY-SJ);URUUYSJ;116479;0.14;0.12
06/09/2020;Soriano(UY-SO);URUUYSO;89930;0;0
06/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0.29;0.31
06/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
07/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
07/09/2020;Canelones(UY-CA);URUUYCA;588959;1;0.17
07/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
07/09/2020;Colonia(UY-CO);URUUYCO;130444;0;0
07/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
07/09/2020;Flores(UY-FS);URUUYFS;26500;0;0
07/09/2020;Florida(UY-FD);URUUYFD;69318;0.14;0.21
07/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
07/09/2020;Maldonado(UY-MA);URUUYMA;190078;0.14;0.08
07/09/2020;Montevideo(UY-MO);URUUYMO;1381946;11.71;0.85
07/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
07/09/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
07/09/2020;Rivera(UY-RV);URUUYRV;108569;0.14;0.13
07/09/2020;Rocha(UY-RO);URUUYRO;74079;1.14;1.54
07/09/2020;Salto(UY-SA);URUUYSA;132788;0;0
07/09/2020;San José(UY-SJ);URUUYSJ;116479;0.14;0.12
07/09/2020;Soriano(UY-SO);URUUYSO;89930;0;0
07/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0;0
07/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0.29;0.57
08/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
08/09/2020;Canelones(UY-CA);URUUYCA;588959;0.71;0.12
08/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
08/09/2020;Colonia(UY-CO);URUUYCO;130444;0;0
08/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
08/09/2020;Flores(UY-FS);URUUYFS;26500;0;0
08/09/2020;Florida(UY-FD);URUUYFD;69318;0;0
08/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
08/09/2020;Maldonado(UY-MA);URUUYMA;190078;0;0
08/09/2020;Montevideo(UY-MO);URUUYMO;1381946;12;0.87
08/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
08/09/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
08/09/2020;Rivera(UY-RV);URUUYRV;108569;0.57;0.53
08/09/2020;Rocha(UY-RO);URUUYRO;74079;1.29;1.74
08/09/2020;Salto(UY-SA);URUUYSA;132788;0;0
08/09/2020;San José(UY-SJ);URUUYSJ;116479;0.29;0.25
08/09/2020;Soriano(UY-SO);URUUYSO;89930;0;0
08/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0;0
08/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0.29;0.57
09/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
09/09/2020;Canelones(UY-CA);URUUYCA;588959;0.86;0.15
09/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
09/09/2020;Colonia(UY-CO);URUUYCO;130444;0;0
09/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
09/09/2020;Flores(UY-FS);URUUYFS;26500;0;0
09/09/2020;Florida(UY-FD);URUUYFD;69318;0;0
09/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
09/09/2020;Maldonado(UY-MA);URUUYMA;190078;0;0
09/09/2020;Montevideo(UY-MO);URUUYMO;1381946;13.71;0.99
09/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
09/09/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
09/09/2020;Rivera(UY-RV);URUUYRV;108569;0.86;0.79
09/09/2020;Rocha(UY-RO);URUUYRO;74079;1.14;1.54
09/09/2020;Salto(UY-SA);URUUYSA;132788;0;0
09/09/2020;San José(UY-SJ);URUUYSJ;116479;0.43;0.37
09/09/2020;Soriano(UY-SO);URUUYSO;89930;0;0
09/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0;0
09/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0.29;0.57
10/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
10/09/2020;Canelones(UY-CA);URUUYCA;588959;1.43;0.24
10/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
10/09/2020;Colonia(UY-CO);URUUYCO;130444;0;0
10/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
10/09/2020;Flores(UY-FS);URUUYFS;26500;0;0
10/09/2020;Florida(UY-FD);URUUYFD;69318;0;0
10/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
10/09/2020;Maldonado(UY-MA);URUUYMA;190078;0;0
10/09/2020;Montevideo(UY-MO);URUUYMO;1381946;13.29;0.96
10/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
10/09/2020;Río Negro(UY-RN);URUUYRN;57874;0.14;0.25
10/09/2020;Rivera(UY-RV);URUUYRV;108569;1.14;1.05
10/09/2020;Rocha(UY-RO);URUUYRO;74079;1.14;1.54
10/09/2020;Salto(UY-SA);URUUYSA;132788;0;0
10/09/2020;San José(UY-SJ);URUUYSJ;116479;0.57;0.49
10/09/2020;Soriano(UY-SO);URUUYSO;89930;0;0
10/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0;0
10/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0.29;0.57
11/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
11/09/2020;Canelones(UY-CA);URUUYCA;588959;1.86;0.32
11/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
11/09/2020;Colonia(UY-CO);URUUYCO;130444;0;0
11/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
11/09/2020;Flores(UY-FS);URUUYFS;26500;0;0
11/09/2020;Florida(UY-FD);URUUYFD;69318;0;0
11/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
11/09/2020;Maldonado(UY-MA);URUUYMA;190078;0;0
11/09/2020;Montevideo(UY-MO);URUUYMO;1381946;12.86;0.93
11/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
11/09/2020;Río Negro(UY-RN);URUUYRN;57874;0.14;0.25
11/09/2020;Rivera(UY-RV);URUUYRV;108569;1.29;1.18
11/09/2020;Rocha(UY-RO);URUUYRO;74079;0.71;0.96
11/09/2020;Salto(UY-SA);URUUYSA;132788;0;0
11/09/2020;San José(UY-SJ);URUUYSJ;116479;0.57;0.49
11/09/2020;Soriano(UY-SO);URUUYSO;89930;0;0
11/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0;0
11/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0.29;0.57
12/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
12/09/2020;Canelones(UY-CA);URUUYCA;588959;2.29;0.39
12/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
12/09/2020;Colonia(UY-CO);URUUYCO;130444;0;0
12/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
12/09/2020;Flores(UY-FS);URUUYFS;26500;0;0
12/09/2020;Florida(UY-FD);URUUYFD;69318;0.14;0.21
12/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
12/09/2020;Maldonado(UY-MA);URUUYMA;190078;0;0
12/09/2020;Montevideo(UY-MO);URUUYMO;1381946;11.14;0.81
12/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
12/09/2020;Río Negro(UY-RN);URUUYRN;57874;0.14;0.25
12/09/2020;Rivera(UY-RV);URUUYRV;108569;1.71;1.58
12/09/2020;Rocha(UY-RO);URUUYRO;74079;0.14;0.19
12/09/2020;Salto(UY-SA);URUUYSA;132788;0;0
12/09/2020;San José(UY-SJ);URUUYSJ;116479;0.57;0.49
12/09/2020;Soriano(UY-SO);URUUYSO;89930;0;0
12/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0;0
12/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0.29;0.57
13/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
13/09/2020;Canelones(UY-CA);URUUYCA;588959;2.71;0.46
13/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
13/09/2020;Colonia(UY-CO);URUUYCO;130444;0;0
13/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
13/09/2020;Flores(UY-FS);URUUYFS;26500;0;0
13/09/2020;Florida(UY-FD);URUUYFD;69318;0.14;0.21
13/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
13/09/2020;Maldonado(UY-MA);URUUYMA;190078;0;0
13/09/2020;Montevideo(UY-MO);URUUYMO;1381946;12.43;0.9
13/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
13/09/2020;Río Negro(UY-RN);URUUYRN;57874;0.14;0.25
13/09/2020;Rivera(UY-RV);URUUYRV;108569;2.14;1.97
13/09/2020;Rocha(UY-RO);URUUYRO;74079;0.29;0.39
13/09/2020;Salto(UY-SA);URUUYSA;132788;0.29;0.22
13/09/2020;San José(UY-SJ);URUUYSJ;116479;0.57;0.49
13/09/2020;Soriano(UY-SO);URUUYSO;89930;0;0
13/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0;0
13/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0.29;0.57
14/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
14/09/2020;Canelones(UY-CA);URUUYCA;588959;2.43;0.41
14/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
14/09/2020;Colonia(UY-CO);URUUYCO;130444;0;0
14/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
14/09/2020;Flores(UY-FS);URUUYFS;26500;0;0
14/09/2020;Florida(UY-FD);URUUYFD;69318;0.14;0.21
14/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
14/09/2020;Maldonado(UY-MA);URUUYMA;190078;0;0
14/09/2020;Montevideo(UY-MO);URUUYMO;1381946;11.86;0.86
14/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
14/09/2020;Río Negro(UY-RN);URUUYRN;57874;0.14;0.25
14/09/2020;Rivera(UY-RV);URUUYRV;108569;2;1.84
14/09/2020;Rocha(UY-RO);URUUYRO;74079;0.29;0.39
14/09/2020;Salto(UY-SA);URUUYSA;132788;0.29;0.22
14/09/2020;San José(UY-SJ);URUUYSJ;116479;0.57;0.49
14/09/2020;Soriano(UY-SO);URUUYSO;89930;0;0
14/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0;0
14/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
15/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
15/09/2020;Canelones(UY-CA);URUUYCA;588959;2.57;0.44
15/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
15/09/2020;Colonia(UY-CO);URUUYCO;130444;0;0
15/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
15/09/2020;Flores(UY-FS);URUUYFS;26500;0;0
15/09/2020;Florida(UY-FD);URUUYFD;69318;0.14;0.21
15/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
15/09/2020;Maldonado(UY-MA);URUUYMA;190078;0.14;0.08
15/09/2020;Montevideo(UY-MO);URUUYMO;1381946;10.57;0.76
15/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
15/09/2020;Río Negro(UY-RN);URUUYRN;57874;0.14;0.25
15/09/2020;Rivera(UY-RV);URUUYRV;108569;2.86;2.63
15/09/2020;Rocha(UY-RO);URUUYRO;74079;0.14;0.19
15/09/2020;Salto(UY-SA);URUUYSA;132788;0.29;0.22
15/09/2020;San José(UY-SJ);URUUYSJ;116479;0.29;0.25
15/09/2020;Soriano(UY-SO);URUUYSO;89930;0;0
15/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0;0
15/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
16/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
16/09/2020;Canelones(UY-CA);URUUYCA;588959;2;0.34
16/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
16/09/2020;Colonia(UY-CO);URUUYCO;130444;0;0
16/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
16/09/2020;Flores(UY-FS);URUUYFS;26500;0;0
16/09/2020;Florida(UY-FD);URUUYFD;69318;0.14;0.21
16/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
16/09/2020;Maldonado(UY-MA);URUUYMA;190078;0.29;0.15
16/09/2020;Montevideo(UY-MO);URUUYMO;1381946;9.57;0.69
16/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
16/09/2020;Río Negro(UY-RN);URUUYRN;57874;0.14;0.25
16/09/2020;Rivera(UY-RV);URUUYRV;108569;4.14;3.82
16/09/2020;Rocha(UY-RO);URUUYRO;74079;0.14;0.19
16/09/2020;Salto(UY-SA);URUUYSA;132788;0.29;0.22
16/09/2020;San José(UY-SJ);URUUYSJ;116479;0.14;0.12
16/09/2020;Soriano(UY-SO);URUUYSO;89930;0;0
16/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0;0
16/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
17/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
17/09/2020;Canelones(UY-CA);URUUYCA;588959;1.57;0.27
17/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
17/09/2020;Colonia(UY-CO);URUUYCO;130444;0;0
17/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
17/09/2020;Flores(UY-FS);URUUYFS;26500;0;0
17/09/2020;Florida(UY-FD);URUUYFD;69318;0.14;0.21
17/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
17/09/2020;Maldonado(UY-MA);URUUYMA;190078;0.43;0.23
17/09/2020;Montevideo(UY-MO);URUUYMO;1381946;9.14;0.66
17/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
17/09/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
17/09/2020;Rivera(UY-RV);URUUYRV;108569;5.43;5
17/09/2020;Rocha(UY-RO);URUUYRO;74079;0.14;0.19
17/09/2020;Salto(UY-SA);URUUYSA;132788;0.29;0.22
17/09/2020;San José(UY-SJ);URUUYSJ;116479;0;0
17/09/2020;Soriano(UY-SO);URUUYSO;89930;0;0
17/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0;0
17/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
18/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
18/09/2020;Canelones(UY-CA);URUUYCA;588959;1.29;0.22
18/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
18/09/2020;Colonia(UY-CO);URUUYCO;130444;0.14;0.11
18/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
18/09/2020;Flores(UY-FS);URUUYFS;26500;0;0
18/09/2020;Florida(UY-FD);URUUYFD;69318;0.14;0.21
18/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
18/09/2020;Maldonado(UY-MA);URUUYMA;190078;0.43;0.23
18/09/2020;Montevideo(UY-MO);URUUYMO;1381946;8.71;0.63
18/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
18/09/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
18/09/2020;Rivera(UY-RV);URUUYRV;108569;6;5.53
18/09/2020;Rocha(UY-RO);URUUYRO;74079;0.14;0.19
18/09/2020;Salto(UY-SA);URUUYSA;132788;0.29;0.22
18/09/2020;San José(UY-SJ);URUUYSJ;116479;0;0
18/09/2020;Soriano(UY-SO);URUUYSO;89930;0;0
18/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0;0
18/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
19/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
19/09/2020;Canelones(UY-CA);URUUYCA;588959;1.14;0.19
19/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
19/09/2020;Colonia(UY-CO);URUUYCO;130444;0.14;0.11
19/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
19/09/2020;Flores(UY-FS);URUUYFS;26500;0;0
19/09/2020;Florida(UY-FD);URUUYFD;69318;0;0
19/09/2020;Lavalleja(UY-LA);URUUYLA;59002;0;0
19/09/2020;Maldonado(UY-MA);URUUYMA;190078;0.43;0.23
19/09/2020;Montevideo(UY-MO);URUUYMO;1381946;9.29;0.67
19/09/2020;Paysandú(UY-PA);URUUYPA;119373;0;0
19/09/2020;Río Negro(UY-RN);URUUYRN;57874;0;0
19/09/2020;Rivera(UY-RV);URUUYRV;108569;6.43;5.92
19/09/2020;Rocha(UY-RO);URUUYRO;74079;0.14;0.19
19/09/2020;Salto(UY-SA);URUUYSA;132788;0.43;0.32
19/09/2020;San José(UY-SJ);URUUYSJ;116479;0;0
19/09/2020;Soriano(UY-SO);URUUYSO;89930;0;0
19/09/2020;Tacuarembó(UY-TA);URUUYTA;92993;0;0
19/09/2020;Treinta y Tres(UY-TT);URUUYTT;50504;0;0
20/09/2020;Artigas(UY-AR);URUUYAR;74570;0;0
20/09/2020;Canelones(UY-CA);URUUYCA;588959;0.71;0.12
20/09/2020;Cerro Largo(UY-CL);URUUYCL;89587;0;0
20/09/2020;Colonia(UY-CO);URUUYCO;130444;0.14;0.11
20/09/2020;Durazno(UY-DU);URUUYDU;58990;0;0
