fecha,dia,cantPersonasConInfeccionEnCurso,cantCasosNuevosAjustado,cantCasosNuevosConsolidado,cantCasosNuevosOriginal,acumCasos,cantFallecidos,acumFallecidos,cantCTI,cantCI,cantRecuperados,acumRecuperados,cantTest,acumTest,DIA,Egresades,reportadosFueraFecha,Positividad
04/06/2021,449,36198,4092,4092,4092,308490,56,4516,532,0,4043,267776,21392,2347439,5_VIERNES,13,0,0.191
05/06/2021,450,36639,4228,4228,4228,312703,67,4583,517,0,3705,271481,32319,2379758,6_SABADO,15,0,0.131
06/06/2021,451,36757,3841,3841,3841,316535,57,4640,505,0,3657,275138,16215,2395973,7_DOMINGO,9,0,0.237
07/06/2021,452,34704,2269,2269,2269,318783,52,4692,501,0,4249,279387,16229,2412202,1_LUNES,21,0,0.14
08/06/2021,453,34832,4208,4208,4208,322978,57,4749,500,0,4010,283397,23566,2435768,2_MARTES,13,0,0.179
09/06/2021,454,35117,3449,3449,3449,326405,67,4816,486,0,3075,286472,22520,2458288,3_MIERCOLES,22,0,0.153
10/06/2021,455,35411,3667,3667,3667,330027,46,4862,473,0,3282,289754,23970,2482258,4_JUEVES,45,0,0.153
11/06/2021,456,35246,3484,3484,3484,333484,44,4906,466,0,3578,293332,21409,2503667,5_VIERNES,27,0,0.163
12/06/2021,457,34659,2999,2999,2999,336470,50,4956,452,0,3523,296855,20382,2524049,6_SABADO,13,0,0.147
13/06/2021,458,33399,2054,2054,2054,338513,39,4995,460,0,3264,300119,13980,2538029,7_DOMINGO,11,0,0.147
14/06/2021,459,31902,2319,2319,2319,340818,41,5036,443,0,3761,303880,15546,2553575,1_LUNES,14,0,0.149
15/06/2021,460,31337,2813,2813,2813,343615,53,5089,437,0,3309,307189,19669,2573244,2_MARTES,16,0,0.143
16/06/2021,461,31430,2924,2924,2924,346515,31,5120,420,0,2776,309965,20249,2593493,3_MIERCOLES,24,0,0.144
17/06/2021,462,30122,2164,2164,2164,348662,32,5152,410,0,3423,313388,18915,2612408,4_JUEVES,17,0,0.114
18/06/2021,463,29155,2738,2738,2738,351378,55,5207,405,0,3628,317016,19476,2631884,5_VIERNES,22,0,0.141
19/06/2021,464,27789,2012,2012,2012,353377,34,5241,397,0,3331,320347,17328,2649212,6_SABADO,13,0,0.116
20/06/2021,465,26100,1500,1500,1500,354865,30,5271,395,0,3147,323494,11728,2660940,7_DOMINGO,12,0,0.128
21/06/2021,466,24195,1539,1539,1539,356382,45,5316,379,0,3377,326871,11933,2672873,1_LUNES,22,0,0.129
22/06/2021,467,23449,2098,2098,2098,358461,34,5350,364,0,2791,329662,17502,2690375,2_MARTES,19,0,0.12
23/06/2021,468,22761,1805,1805,1805,360247,24,5374,364,0,2450,332112,16916,2707291,3_MIERCOLES,19,0,0.107
24/06/2021,469,21610,1770,1770,1770,361994,39,5413,357,0,2859,334971,16951,2724242,4_JUEVES,23,0,0.104
25/06/2021,470,20385,1614,1614,1614,363580,34,5447,344,0,2777,337748,15058,2739300,5_VIERNES,28,0,0.107
26/06/2021,471,19033,1296,1296,1296,364859,27,5474,345,0,2604,340352,13980,2753280,6_SABADO,17,0,0.093
27/06/2021,472,17878,1027,1027,1027,365866,20,5494,308,0,2142,342494,9997,2763277,7_DOMINGO,20,0,0.103
28/06/2021,473,16588,1076,1076,1076,366915,30,5524,285,0,2309,344803,10838,2774115,1_LUNES,27,0,0.099
29/06/2021,474,15763,1285,1285,1285,368178,34,5558,270,0,2054,346857,13184,2787299,2_MARTES,22,0,0.097
30/06/2021,475,15268,1188,1188,1188,369350,35,5593,260,0,1632,348489,12161,2799460,3_MIERCOLES,16,0,0.098
01/07/2021,476,14690,1259,1259,1259,370600,26,5619,251,0,1802,350291,12464,2811924,4_JUEVES,9,0,0.101
02/07/2021,477,13657,839,839,839,371417,23,5642,226,0,1827,352118,10637,2822561,5_VIERNES,22,0,0.079
03/07/2021,478,12613,777,777,777,372178,21,5663,212,0,1784,353902,9414,2831975,6_SABADO,16,0,0.083
04/07/2021,479,11600,547,547,547,372709,26,5689,203,0,1518,355420,7602,2839577,7_DOMINGO,16,0,0.072
05/07/2021,480,10646,600,600,600,373286,22,5711,191,0,1509,356929,8034,2847611,1_LUNES,23,0,0.075
06/07/2021,481,9979,753,753,753,374019,24,5735,184,0,1376,358305,11129,2858740,2_MARTES,20,0,0.068
07/07/2021,482,9632,667,667,667,374665,23,5758,178,0,970,359275,9443,2868183,3_MIERCOLES,21,0,0.071
08/07/2021,483,9088,653,653,653,375298,14,5772,174,0,1163,360438,10027,2878210,4_JUEVES,20,0,0.065
09/07/2021,484,8442,624,624,624,375902,18,5790,162,0,1232,361670,9184,2887394,5_VIERNES,20,0,0.068
10/07/2021,485,7792,398,398,398,376281,17,5807,164,0,1012,362682,8186,2895580,6_SABADO,19,0,0.049
11/07/2021,486,7220,315,315,315,376579,8,5815,151,0,862,363544,5981,2901561,7_DOMINGO,17,0,0.053
12/07/2021,487,6612,308,308,308,376876,18,5833,153,0,887,364431,6463,2908024,1_LUNES,11,0,0.048
13/07/2021,488,6229,435,435,435,377297,16,5849,133,0,788,365219,9220,2917244,2_MARTES,14,0,0.047
14/07/2021,489,5998,417,417,417,377704,5,5854,134,0,633,365852,9456,2926700,3_MIERCOLES,10,0,0.044
15/07/2021,490,5486,345,345,345,378041,11,5865,129,0,838,366690,7256,2933956,4_JUEVES,8,0,0.048
16/07/2021,491,5152,452,452,452,378480,6,5871,122,0,767,367457,8925,2942881,5_VIERNES,13,0,0.051
17/07/2021,492,4887,259,259,259,378733,8,5879,127,0,510,367967,7639,2950520,6_SABADO,6,0,0.034
18/07/2021,493,4534,150,150,150,378875,4,5883,113,0,491,368458,4949,2955469,7_DOMINGO,8,0,0.03
19/07/2021,494,4082,217,217,217,379072,6,5889,111,0,643,369101,5893,2961362,1_LUNES,20,0,0.037
20/07/2021,495,3828,305,305,305,379376,7,5896,107,0,551,369652,9113,2970475,2_MARTES,1,0,0.033
21/07/2021,496,3495,238,238,238,379613,9,5905,96,0,561,370213,8112,2978587,3_MIERCOLES,1,0,0.029
22/07/2021,497,3287,306,306,306,379911,8,5913,89,0,498,370711,8898,2987485,4_JUEVES,8,0,0.034
23/07/2021,498,3116,248,248,248,380151,6,5919,84,0,405,371116,8601,2996086,5_VIERNES,8,0,0.029
24/07/2021,499,2921,162,162,162,380311,8,5927,85,0,347,371463,8184,3004270,6_SABADO,2,0,0.02
25/07/2021,500,2678,126,126,126,380431,4,5931,82,0,359,371822,5544,3009814,7_DOMINGO,6,0,0.023
26/07/2021,501,2467,164,164,164,380584,5,5936,81,0,359,372181,7688,3017502,1_LUNES,11,0,0.021
27/07/2021,502,2404,226,226,226,380793,5,5941,77,0,267,372448,9670,3027172,2_MARTES,17,0,0.023
28/07/2021,503,2305,198,198,198,380976,9,5950,68,0,273,372721,8991,3036163,3_MIERCOLES,15,0,0.022
29/07/2021,504,2227,226,226,226,381187,3,5953,63,0,286,373007,9026,3045189,4_JUEVES,15,0,0.025
30/07/2021,505,2115,190,190,190,381364,6,5959,61,0,283,373290,8111,3053300,5_VIERNES,13,0,0.023
31/07/2021,506,2072,163,163,163,381517,5,5964,58,0,191,373481,7303,3060603,6_SABADO,10,0,0.022
01/08/2021,507,1967,63,63,63,381569,2,5966,53,0,155,373636,3119,3063722,7_DOMINGO,11,0,0.02
02/08/2021,508,1904,160,160,160,381715,6,5972,48,0,203,373839,7958,3071680,1_LUNES,14,0,0.02
03/08/2021,509,1833,154,154,154,381853,4,5976,49,0,205,374044,4949,3076629,2_MARTES,16,0,0.031
04/08/2021,510,1812,157,157,157,381994,3,5979,44,0,159,374203,13540,3090169,3_MIERCOLES,16,0,0.012
05/08/2021,511,1787,178,178,178,382155,3,5982,35,0,183,374386,13325,3103494,4_JUEVES,17,0,0.013
06/08/2021,512,1742,153,153,153,382295,4,5986,32,0,181,374567,13778,3117272,5_VIERNES,13,0,0.011
07/08/2021,513,1619,83,83,83,382360,0,5986,30,0,188,374755,11457,3128729,6_SABADO,18,,0.007
08/08/2021,514,1636,156,156,156,382506,0,5986,31,0,129,374884,10109,3138838,7_DOMINGO,10,,0.015
09/08/2021,515,1541,112,112,112,382607,3,5989,29,0,193,375077,7709,3146547,1_LUNES,11,,0.015
10/08/2021,516,1521,131,131,131,382721,1,5990,30,0,133,375210,9913,3156460,2_MARTES,17,,0.013
11/08/2021,517,1538,164,164,164,382873,1,5991,34,0,134,375344,10948,3167408,3_MIERCOLES,12,,0.015
12/08/2021,518,1513,142,142,142,382997,5,5996,29,0,144,375488,10559,3177967,4_JUEVES,18,,0.013
13/08/2021,519,1468,108,108,108,383101,2,5998,24,0,147,375635,10230,3188197,5_VIERNES,4,,0.011
14/08/2021,520,1470,127,127,127,383212,3,6001,23,0,106,375741,8748,3196945,6_SABADO,16,,0.015
15/08/2021,521,1431,90,90,90,383292,2,6003,23,0,117,375858,6658,3203603,7_DOMINGO,10,,0.014
16/08/2021,522,1378,107,107,107,383387,1,6004,25,0,147,376005,6720,3210323,1_LUNES,12,,0.016
17/08/2021,523,1368,133,133,133,383505,3,6007,19,0,125,376130,10453,3220776,2_MARTES,15,,0.013
18/08/2021,524,1404,160,160,160,383645,5,6012,20,0,99,376229,10539,3231315,3_MIERCOLES,20,,0.015
19/08/2021,525,1374,124,124,124,383758,1,6013,17,0,142,376371,10378,3241693,4_JUEVES,11,,0.012
20/08/2021,526,1400,157,157,157,383903,2,6015,15,0,117,376488,10208,3251901,5_VIERNES,12,,0.015
21/08/2021,527,1406,135,135,135,384026,1,6016,16,0,116,376604,8447,3260348,6_SABADO,12,,0.016
22/08/2021,528,1367,80,80,80,384094,0,6016,18,0,107,376711,6847,3267195,7_DOMINGO,12,,0.012
23/08/2021,529,1318,96,96,96,384181,-1,6015,14,0,137,376848,6484,3273679,1_LUNES,9,,0.015
24/08/2021,530,1307,123,123,123,384287,5,6020,13,0,112,376960,9134,3282813,2_MARTES,17,,0.013
25/08/2021,531,1305,117,117,117,384392,2,6022,11,0,105,377065,7203,3290016,3_MIERCOLES,12,,0.016
26/08/2021,532,1242,79,79,79,384458,3,6025,11,0,126,377191,5400,3295416,4_JUEVES,13,,0.015
27/08/2021,533,1175,84,84,84,384531,1,6026,10,0,139,377330,6584,3302000,5_VIERNES,11,,0.013
28/08/2021,534,1169,101,101,101,384622,1,6027,10,0,96,377426,6346,3308346,6_SABADO,10,,0.016
29/08/2021,535,1153,82,82,82,384692,2,6029,12,0,84,377510,4093,3312439,7_DOMINGO,12,,0.02
30/08/2021,536,1090,102,102,102,384778,0,6029,13,0,149,377659,9732,3322171,1_LUNES,16,,0.01
31/08/2021,537,1138,171,171,171,384934,3,6032,15,0,105,377764,16700,3338871,2_MARTES,15,,0.01
01/09/2021,538,1176,158,158,158,385078,2,6034,15,0,104,377868,10764,3349635,3_MIERCOLES,14,,0.015
02/09/2021,539,1257,189,189,189,385264,0,6034,15,0,105,377973,10078,3359713,4_JUEVES,3,,0.019
03/09/2021,540,1301,169,169,169,385423,0,6034,17,0,115,378088,10027,3369740,5_VIERNES,10,,0.017
04/09/2021,541,1359,134,134,134,385557,0,6034,17,0,76,378164,6938,3376678,6_SABADO,0,,0.019
05/09/2021,542,1385,117,117,117,385660,0,6034,17,0,77,378241,6324,3383002,7_DOMINGO,14,,0.019
06/09/2021,543,1426,133,133,133,385780,0,6034,15,0,79,378320,7444,3390446,1_LUNES,13,,0.018
07/09/2021,544,1477,158,158,158,385926,3,6037,15,0,92,378412,10327,3400773,2_MARTES,12,,0.015
08/09/2021,545,1569,179,179,179,386082,0,6037,14,0,64,378476,10326,3411099,3_MIERCOLES,23,,0.017
09/09/2021,546,1609,189,189,189,386258,0,6037,16,0,136,378612,9716,3420815,4_JUEVES,13,,0.019
10/09/2021,547,1653,158,158,158,386410,0,6037,17,0,108,378720,8380,3429195,5_VIERNES,6,,0.019
11/09/2021,548,1681,167,167,167,386562,2,6039,17,0,122,378842,8285,3437480,6_SABADO,15,,0.02
12/09/2021,549,1727,149,149,149,386701,1,6040,17,0,92,378934,5128,3442608,7_DOMINGO,10,,0.029
13/09/2021,550,1684,185,185,185,386873,1,6041,19,0,214,379148,6923,3449531,1_LUNES,13,,0.027
14/09/2021,551,1696,168,168,168,387028,3,6044,15,0,140,379288,9331,3458862,2_MARTES,13,,0.018
15/09/2021,552,1693,162,162,162,387156,1,6045,15,0,130,379418,10352,3469214,3_MIERCOLES,34,,0.016
16/09/2021,553,1680,146,146,146,387299,1,6046,13,0,155,379573,7639,3476853,4_JUEVES,3,,0.019
17/09/2021,554,1664,157,157,157,387449,0,6046,11,0,166,379739,8658,3485511,5_VIERNES,7,,0.018
18/09/2021,555,1624,121,121,121,387555,2,6048,11,0,144,379883,8082,3493593,6_SABADO,15,,0.015
19/09/2021,556,1593,84,84,84,387627,0,6048,11,0,103,379986,5503,3499096,7_DOMINGO,12,,0.015
20/09/2021,557,1560,130,130,130,387744,0,6048,14,0,150,380136,6990,3506086,1_LUNES,13,,0.019
21/09/2021,558,1540,188,188,188,387922,1,6049,15,0,197,380333,9122,3515208,2_MARTES,10,,0.021
22/09/2021,559,1541,151,151,151,388068,0,6049,15,0,145,380478,8417,3523625,3_MIERCOLES,5,,0.018
23/09/2021,560,1523,128,128,128,388191,0,6049,15,0,141,380619,7204,3530829,4_JUEVES,5,,0.018
24/09/2021,561,1473,130,130,130,388313,2,6051,15,0,170,380789,7754,3538583,5_VIERNES,8,,0.017
25/09/2021,562,1441,118,118,118,388424,1,6052,14,0,142,380931,6414,3544997,6_SABADO,7,,0.018
26/09/2021,563,1412,87,87,87,388502,0,6052,14,0,107,381038,5042,3550039,7_DOMINGO,9,,0.017
27/09/2021,564,1329,79,79,79,388572,1,6053,13,0,152,381190,6355,3556394,1_LUNES,9,,0.012
28/09/2021,565,1332,139,139,139,388700,0,6053,14,0,125,381315,7931,3564325,2_MARTES,11,,0.018
29/09/2021,566,1323,138,138,138,388822,1,6054,16,0,130,381445,7918,3572243,3_MIERCOLES,16,,0.017
30/09/2021,567,1314,119,119,119,388928,1,6055,14,0,114,381559,8145,3580388,4_JUEVES,13,,0.015
01/10/2021,568,1300,109,109,109,389025,1,6056,13,0,110,381669,8982,3589370,5_VIERNES,12,,0.012
02/10/2021,569,1272,111,111,111,389124,1,6057,10,0,126,381795,6862,3596232,6_SABADO,12,,0.016
03/10/2021,570,1213,71,71,71,389185,0,6057,10,0,120,381915,5204,3601436,7_DOMINGO,10,,0.014
04/10/2021,571,1169,85,85,85,389260,1,6058,8,0,118,382033,6161,3607597,1_LUNES,10,,0.014
05/10/2021,572,1154,117,117,117,389363,1,6059,7,0,117,382150,8168,3615765,2_MARTES,14,,0.014
06/10/2021,573,1193,151,151,151,389505,3,6062,5,0,100,382250,8996,3624761,3_MIERCOLES,9,,0.017
07/10/2021,574,1250,170,170,170,389661,0,6062,6,0,99,382349,7507,3632268,4_JUEVES,14,,0.023
08/10/2021,575,1306,166,166,166,389817,0,6062,8,0,100,382449,7959,3640227,5_VIERNES,10,,0.021
09/10/2021,576,1327,131,131,131,389935,1,6063,9,0,96,382545,6662,3646889,6_SABADO,13,,0.02
10/10/2021,577,1351,112,112,112,390038,1,6064,11,0,78,382623,4240,3651129,7_DOMINGO,9,,0.026
11/10/2021,578,1315,89,89,89,390115,0,6064,11,0,113,382736,4699,3655828,1_LUNES,12,,0.019
12/10/2021,579,1326,129,129,129,390234,0,6064,13,0,108,382844,6937,3662765,2_MARTES,10,,0.019
13/10/2021,580,1368,160,160,160,390394,1,6065,14,0,117,382961,10937,3673702,3_MIERCOLES,0,,0.015
14/10/2021,581,1463,185,185,185,390575,0,6065,14,0,86,383047,10098,3683800,4_JUEVES,4,,0.018
15/10/2021,582,1533,190,190,190,390762,1,6066,13,0,116,383163,8550,3692350,5_VIERNES,3,,0.022
16/10/2021,583,1562,163,163,163,390915,1,6067,17,0,123,383286,7728,3700078,6_SABADO,10,,0.021
17/10/2021,584,1576,141,141,141,391044,2,6069,13,0,113,383399,5464,3705542,7_DOMINGO,12,,0.026
18/10/2021,585,1536,134,134,134,391167,0,6069,16,0,163,383562,6738,3712280,1_LUNES,11,,0.02
19/10/2021,586,1565,180,180,180,391358,0,6069,16,0,162,383724,9669,3721949,2_MARTES,-11,,0.019
20/10/2021,587,1613,168,168,168,391522,0,6069,16,0,116,383840,10109,3732058,3_MIERCOLES,4,,0.017
21/10/2021,588,1664,185,185,185,391700,0,6069,21,0,127,383967,10146,3742204,4_JUEVES,7,,0.018
22/10/2021,589,1739,192,192,192,391890,1,6070,20,0,114,384081,9302,3751506,5_VIERNES,2,,0.021
23/10/2021,590,1747,139,139,139,392029,1,6071,20,0,130,384211,8105,3759611,6_SABADO,0,,0.017
24/10/2021,591,1714,119,119,119,392148,0,6071,20,0,152,384363,5646,3765257,7_DOMINGO,0,,0.021
25/10/2021,592,1709,176,176,176,392319,2,6073,23,0,174,384537,6575,3771832,1_LUNES,5,,0.027
26/10/2021,593,1809,267,267,267,392585,1,6074,25,0,165,384702,10134,3781966,2_MARTES,1,,0.026
27/10/2021,594,1892,294,294,294,392879,2,6076,22,0,209,384911,10864,3792830,3_MIERCOLES,0,,0.027
28/10/2021,595,1993,260,260,260,393139,0,6076,22,0,159,385070,10649,3803479,4_JUEVES,0,,0.024
29/10/2021,596,2162,315,315,315,393454,1,6077,21,0,145,385215,10611,3814090,5_VIERNES,0,,0.03
30/10/2021,597,2258,264,264,264,393718,0,6077,23,0,168,385383,10096,3824186,6_SABADO,0,,0.026
31/10/2021,598,2292,181,181,181,393899,1,6078,23,0,146,385529,6884,3831070,7_DOMINGO,0,,0.026
01/11/2021,599,2286,158,158,158,394053,2,6080,25,0,158,385687,7014,3838084,1_LUNES,4,,0.023
02/11/2021,600,2317,195,195,195,394248,0,6080,26,0,164,385851,9496,3847580,2_MARTES,0,,0.021
03/11/2021,601,2350,195,195,195,394443,0,6080,25,0,162,386013,9039,3856619,3_MIERCOLES,0,,0.022
04/11/2021,602,2370,237,237,237,394679,2,6082,23,0,214,386227,12520,3869139,4_JUEVES,1,,0.019
05/11/2021,603,2373,235,235,235,394914,2,6084,24,0,230,386457,10231,3879370,5_VIERNES,0,,0.023
06/11/2021,604,2341,193,193,193,395099,1,6085,24,0,216,386673,9618,3888988,6_SABADO,8,,0.02
07/11/2021,605,2313,180,180,180,395268,1,6086,24,0,196,386869,7038,3896026,7_DOMINGO,11,,0.026
08/11/2021,606,2189,151,151,151,395410,2,6088,25,0,264,387133,6952,3902978,1_LUNES,9,,0.022
09/11/2021,607,2125,208,208,208,395610,5,6093,24,0,259,387392,10694,3913672,2_MARTES,8,,0.019
10/11/2021,608,2088,198,198,198,395805,0,6093,21,0,232,387624,9817,3923489,3_MIERCOLES,3,,0.02
11/11/2021,609,2025,169,169,169,395964,4,6097,16,0,218,387842,10078,3933567,4_JUEVES,10,,0.017
12/11/2021,610,2021,213,213,213,396175,2,6099,15,0,213,388055,9784,3943351,5_VIERNES,2,,0.022
13/11/2021,611,2062,230,230,230,396402,2,6101,15,0,184,388239,9864,3953215,6_SABADO,3,,0.023
14/11/2021,612,2020,144,144,144,396545,0,6101,14,0,185,388424,6179,3959394,7_DOMINGO,1,,0.023
15/11/2021,613,1905,132,132,132,396677,1,6102,15,0,246,388670,7214,3966608,1_LUNES,0,,0.018
16/11/2021,614,1914,219,219,219,396888,2,6104,19,0,200,388870,9306,3975914,2_MARTES,8,,0.024
